predictor_row_key_t,target_row_key_t_plus_1,ticker,fiscal_year_t,target_year,temporal_partition,fold_membership,present_in_main_rule_a_primary,present_in_main_rule_b_listing_robustness,present_in_expanded_rule_a_company_scope_robustness,present_in_expanded_rule_b_combined_robustness,sample_membership_signature
خچرخش|1400,خچرخش|1401,خچرخش,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
خچرخش|1401,خچرخش|1402,خچرخش,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
خکمک|1392,خکمک|1393,خکمک,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
خکمک|1393,خکمک|1394,خکمک,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
خکمک|1394,خکمک|1395,خکمک,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
خکمک|1395,خکمک|1396,خکمک,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
خکمک|1396,خکمک|1397,خکمک,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
خکمک|1397,خکمک|1398,خکمک,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
خکمک|1398,خکمک|1399,خکمک,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
خکمک|1399,خکمک|1400,خکمک,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
خکمک|1400,خکمک|1401,خکمک,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
خکمک|1401,خکمک|1402,خکمک,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ددام|1393,ددام|1394,ددام,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ددام|1394,ددام|1395,ددام,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ددام|1395,ددام|1396,ددام,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ددام|1396,ددام|1397,ددام,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ددام|1397,ددام|1398,ددام,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ددام|1398,ددام|1399,ددام,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ددام|1399,ددام|1400,ددام,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ددام|1400,ددام|1401,ددام,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ددام|1401,ددام|1402,ددام,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
درازک|1399,درازک|1400,درازک,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
درازک|1400,درازک|1401,درازک,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
درازک|1401,درازک|1402,درازک,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دروز|1392,دروز|1393,دروز,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دروز|1393,دروز|1394,دروز,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دروز|1394,دروز|1395,دروز,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دروز|1395,دروز|1396,دروز,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دروز|1396,دروز|1397,دروز,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دروز|1397,دروز|1398,دروز,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دروز|1398,دروز|1399,دروز,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دروز|1399,دروز|1400,دروز,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دروز|1400,دروز|1401,دروز,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دروز|1401,دروز|1402,دروز,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسبحا|1392,دسبحا|1393,دسبحا,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دسبحا|1393,دسبحا|1394,دسبحا,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دسبحا|1394,دسبحا|1395,دسبحا,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دسبحا|1395,دسبحا|1396,دسبحا,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دسبحا|1396,دسبحا|1397,دسبحا,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دسبحا|1397,دسبحا|1398,دسبحا,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دسبحا|1398,دسبحا|1399,دسبحا,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دسبحا|1399,دسبحا|1400,دسبحا,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسبحا|1400,دسبحا|1401,دسبحا,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسبحا|1401,دسبحا|1402,دسبحا,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسینا|1393,دسینا|1394,دسینا,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دسینا|1394,دسینا|1395,دسینا,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دسینا|1395,دسینا|1396,دسینا,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دسینا|1396,دسینا|1397,دسینا,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دسینا|1397,دسینا|1398,دسینا,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دسینا|1398,دسینا|1399,دسینا,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دسینا|1399,دسینا|1400,دسینا,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسینا|1400,دسینا|1401,دسینا,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دسینا|1401,دسینا|1402,دسینا,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دشیمی|1393,دشیمی|1394,دشیمی,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دشیمی|1394,دشیمی|1395,دشیمی,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دشیمی|1395,دشیمی|1396,دشیمی,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دشیمی|1396,دشیمی|1397,دشیمی,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دشیمی|1397,دشیمی|1398,دشیمی,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دشیمی|1398,دشیمی|1399,دشیمی,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دشیمی|1399,دشیمی|1400,دشیمی,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دشیمی|1400,دشیمی|1401,دشیمی,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دشیمی|1401,دشیمی|1402,دشیمی,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دیران|1392,دیران|1393,دیران,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دیران|1393,دیران|1394,دیران,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دیران|1394,دیران|1395,دیران,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
دیران|1395,دیران|1396,دیران,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دیران|1396,دیران|1397,دیران,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
دیران|1397,دیران|1398,دیران,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دیران|1398,دیران|1399,دیران,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
دیران|1399,دیران|1400,دیران,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دیران|1400,دیران|1401,دیران,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
دیران|1401,دیران|1402,دیران,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ذوب|1400,ذوب|1401,ذوب,1400,1401,locked_final_test,locked_final_test,true,false,true,false,primary+part3
ذوب|1401,ذوب|1402,ذوب,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رانفور|1392,رانفور|1393,رانفور,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
رانفور|1393,رانفور|1394,رانفور,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
رانفور|1394,رانفور|1395,رانفور,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
رانفور|1395,رانفور|1396,رانفور,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
رانفور|1396,رانفور|1397,رانفور,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
رانفور|1397,رانفور|1398,رانفور,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
رانفور|1398,رانفور|1399,رانفور,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
رانفور|1399,رانفور|1400,رانفور,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رانفور|1400,رانفور|1401,رانفور,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رانفور|1401,رانفور|1402,رانفور,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رمپنا|1397,رمپنا|1398,رمپنا,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
رمپنا|1398,رمپنا|1399,رمپنا,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
رمپنا|1399,رمپنا|1400,رمپنا,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رمپنا|1400,رمپنا|1401,رمپنا,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
رمپنا|1401,رمپنا|1402,رمپنا,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زمگسا|1392,زمگسا|1393,زمگسا,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
زمگسا|1393,زمگسا|1394,زمگسا,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
زمگسا|1394,زمگسا|1395,زمگسا,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
زمگسا|1395,زمگسا|1396,زمگسا,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
زمگسا|1396,زمگسا|1397,زمگسا,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
زمگسا|1397,زمگسا|1398,زمگسا,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
زمگسا|1398,زمگسا|1399,زمگسا,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
زمگسا|1399,زمگسا|1400,زمگسا,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زمگسا|1400,زمگسا|1401,زمگسا,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زمگسا|1401,زمگسا|1402,زمگسا,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زپارس|1397,زپارس|1398,زپارس,1397,1398,development,fold2_validation,true,false,true,false,primary+part3
زپارس|1398,زپارس|1399,زپارس,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
زپارس|1399,زپارس|1400,زپارس,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زپارس|1400,زپارس|1401,زپارس,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
زپارس|1401,زپارس|1402,زپارس,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سآبیک|1401,سآبیک|1402,سآبیک,1401,1402,locked_final_test,locked_final_test,true,false,true,false,primary+part3
ساراب|1392,ساراب|1393,ساراب,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساراب|1393,ساراب|1394,ساراب,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساراب|1394,ساراب|1395,ساراب,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساراب|1395,ساراب|1396,ساراب,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساراب|1396,ساراب|1397,ساراب,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساراب|1397,ساراب|1398,ساراب,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساراب|1398,ساراب|1399,ساراب,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساراب|1399,ساراب|1400,ساراب,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساراب|1400,ساراب|1401,ساراب,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساراب|1401,ساراب|1402,ساراب,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساربیل|1393,ساربیل|1394,ساربیل,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساربیل|1394,ساربیل|1395,ساربیل,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساربیل|1395,ساربیل|1396,ساربیل,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساربیل|1396,ساربیل|1397,ساربیل,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساربیل|1397,ساربیل|1398,ساربیل,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساربیل|1398,ساربیل|1399,ساربیل,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساربیل|1399,ساربیل|1400,ساربیل,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساربیل|1400,ساربیل|1401,ساربیل,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساربیل|1401,ساربیل|1402,ساربیل,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساروم|1393,ساروم|1394,ساروم,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساروم|1394,ساروم|1395,ساروم,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ساروم|1395,ساروم|1396,ساروم,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساروم|1396,ساروم|1397,ساروم,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ساروم|1397,ساروم|1398,ساروم,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساروم|1398,ساروم|1399,ساروم,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ساروم|1399,ساروم|1400,ساروم,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساروم|1400,ساروم|1401,ساروم,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ساروم|1401,ساروم|1402,ساروم,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبجنو|1393,سبجنو|1394,سبجنو,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سبجنو|1394,سبجنو|1395,سبجنو,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سبجنو|1395,سبجنو|1396,سبجنو,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سبجنو|1396,سبجنو|1397,سبجنو,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سبجنو|1397,سبجنو|1398,سبجنو,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سبجنو|1398,سبجنو|1399,سبجنو,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سبجنو|1399,سبجنو|1400,سبجنو,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبجنو|1400,سبجنو|1401,سبجنو,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبجنو|1401,سبجنو|1402,سبجنو,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبهان|1392,سبهان|1393,سبهان,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سبهان|1393,سبهان|1394,سبهان,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سبهان|1394,سبهان|1395,سبهان,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سبهان|1395,سبهان|1396,سبهان,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سبهان|1396,سبهان|1397,سبهان,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سبهان|1397,سبهان|1398,سبهان,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سبهان|1398,سبهان|1399,سبهان,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سبهان|1399,سبهان|1400,سبهان,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبهان|1400,سبهان|1401,سبهان,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سبهان|1401,سبهان|1402,سبهان,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ستران|1393,ستران|1394,ستران,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ستران|1394,ستران|1395,ستران,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
ستران|1395,ستران|1396,ستران,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ستران|1396,ستران|1397,ستران,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
ستران|1397,ستران|1398,ستران,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ستران|1398,ستران|1399,ستران,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
ستران|1399,ستران|1400,ستران,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ستران|1400,ستران|1401,ستران,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
ستران|1401,ستران|1402,ستران,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخاش|1393,سخاش|1394,سخاش,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سخاش|1394,سخاش|1395,سخاش,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سخاش|1395,سخاش|1396,سخاش,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخاش|1396,سخاش|1397,سخاش,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخاش|1397,سخاش|1398,سخاش,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخاش|1398,سخاش|1399,سخاش,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخاش|1399,سخاش|1400,سخاش,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخاش|1400,سخاش|1401,سخاش,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخاش|1401,سخاش|1402,سخاش,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخزر|1392,سخزر|1393,سخزر,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سخزر|1393,سخزر|1394,سخزر,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سخزر|1394,سخزر|1395,سخزر,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سخزر|1395,سخزر|1396,سخزر,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخزر|1396,سخزر|1397,سخزر,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخزر|1397,سخزر|1398,سخزر,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخزر|1398,سخزر|1399,سخزر,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخزر|1399,سخزر|1400,سخزر,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخزر|1400,سخزر|1401,سخزر,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخزر|1401,سخزر|1402,سخزر,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخوز|1394,سخوز|1395,سخوز,1394,1395,development,fold1_train|fold2_train,true,false,true,false,primary+part3
سخوز|1395,سخوز|1396,سخوز,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخوز|1396,سخوز|1397,سخوز,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سخوز|1397,سخوز|1398,سخوز,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخوز|1398,سخوز|1399,سخوز,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سخوز|1399,سخوز|1400,سخوز,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخوز|1400,سخوز|1401,سخوز,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سخوز|1401,سخوز|1402,سخوز,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدشت|1392,سدشت|1393,سدشت,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدشت|1393,سدشت|1394,سدشت,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدشت|1394,سدشت|1395,سدشت,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدشت|1395,سدشت|1396,سدشت,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سدشت|1396,سدشت|1397,سدشت,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سدشت|1397,سدشت|1398,سدشت,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سدشت|1398,سدشت|1399,سدشت,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سدشت|1399,سدشت|1400,سدشت,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدشت|1400,سدشت|1401,سدشت,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدشت|1401,سدشت|1402,سدشت,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدور|1392,سدور|1393,سدور,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدور|1393,سدور|1394,سدور,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدور|1394,سدور|1395,سدور,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سدور|1395,سدور|1396,سدور,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سدور|1396,سدور|1397,سدور,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سدور|1397,سدور|1398,سدور,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سدور|1398,سدور|1399,سدور,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سدور|1399,سدور|1400,سدور,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدور|1400,سدور|1401,سدور,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سدور|1401,سدور|1402,سدور,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سرود|1392,سرود|1393,سرود,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سرود|1393,سرود|1394,سرود,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سرود|1394,سرود|1395,سرود,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سرود|1395,سرود|1396,سرود,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سرود|1396,سرود|1397,سرود,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سرود|1397,سرود|1398,سرود,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سرود|1398,سرود|1399,سرود,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سرود|1399,سرود|1400,سرود,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سرود|1400,سرود|1401,سرود,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سرود|1401,سرود|1402,سرود,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سشرق|1392,سشرق|1393,سشرق,1392,1393,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سشرق|1393,سشرق|1394,سشرق,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سشرق|1394,سشرق|1395,سشرق,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سشرق|1395,سشرق|1396,سشرق,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سشرق|1396,سشرق|1397,سشرق,1396,1397,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
سشرق|1397,سشرق|1398,سشرق,1397,1398,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سشرق|1398,سشرق|1399,سشرق,1398,1399,development,fold2_validation,true,true,true,true,primary+part2+part3+part4
سشرق|1399,سشرق|1400,سشرق,1399,1400,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سشرق|1400,سشرق|1401,سشرق,1400,1401,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سشرق|1401,سشرق|1402,سشرق,1401,1402,locked_final_test,locked_final_test,true,true,true,true,primary+part2+part3+part4
سصفها|1393,سصفها|1394,سصفها,1393,1394,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سصفها|1394,سصفها|1395,سصفها,1394,1395,development,fold1_train|fold2_train,true,true,true,true,primary+part2+part3+part4
سصفها|1395,سصفها|1396,سصفها,1395,1396,development,fold1_validation|fold2_train,true,true,true,true,primary+part2+part3+part4
