gate_id,gate_name,scope,candidate_id,block,pilot_pair_key,status,detail
G08,G08,pair_candidate,cand_m3_cpi_inflation,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m3_fx_change_official,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m3_policy_financing_rate,M3,ثنوسا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m4_audit_opinion_type,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m4_going_concern_flag,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m4_audit_lag_days,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m4_board_size,M4,ثنوسا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m2_equity_return_window,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m2_realized_volatility,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,PASS,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,UNRESOLVED,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m2_amihud_illiquidity,M2,ختوقا|1395,FAIL,evidence_class=source_origin_probe_not_candidate_or_pair_value;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m3_cpi_inflation,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G06,G06,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G07,G07,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G08,G08,pair_candidate,cand_m3_fx_change_official,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G01,G01,pair_candidate,cand_m3_policy_financing_rate,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G02,G02,pair_candidate,cand_m3_policy_financing_rate,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G03,G03,pair_candidate,cand_m3_policy_financing_rate,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G04,G04,pair_candidate,cand_m3_policy_financing_rate,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
G05,G05,pair_candidate,cand_m3_policy_financing_rate,M3,ختوقا|1395,UNRESOLVED,no_authoritative_official_endpoint_in_frozen_stage125_or_stage124_assets;feature_definition_not_uniquely_locked_in_frozen_contracts;accessibility_evidence_only;value_extraction_unresolved;prediction_cutoff_unresolvable_in_part2_audit
