ticker,predictor_year,target_year,split,cv_val_fold,target_next_year,row_key
کرازی,1392,1393,dev,,0,کرازی|1392
کرازی,1393,1394,dev,1,0,کرازی|1393
کرازی,1394,1395,dev,2,0,کرازی|1394
کرازی,1395,1396,dev,3,0,کرازی|1395
کرازی,1396,1397,test,,0,کرازی|1396
کرازی,1397,1398,test,,0,کرازی|1397
کرازی,1398,1399,unused_no_positive_post_test,,0,کرازی|1398
کرازی,1399,1400,unused_no_positive_post_test,,0,کرازی|1399
کرازی,1400,1401,unused_no_positive_post_test,,0,کرازی|1400
کرازی,1401,1402,unused_no_positive_post_test,,0,کرازی|1401
کروی,1395,1396,dev,3,0,کروی|1395
کروی,1396,1397,test,,0,کروی|1396
کروی,1397,1398,test,,0,کروی|1397
کروی,1398,1399,unused_no_positive_post_test,,0,کروی|1398
کروی,1399,1400,unused_no_positive_post_test,,0,کروی|1399
کروی,1400,1401,unused_no_positive_post_test,,0,کروی|1400
کروی,1401,1402,unused_no_positive_post_test,,0,کروی|1401
پارسان,1394,1395,dev,2,0,پارسان|1394
پارسان,1395,1396,dev,3,0,پارسان|1395
پارسان,1396,1397,test,,0,پارسان|1396
پارسان,1397,1398,test,,0,پارسان|1397
پارسان,1398,1399,unused_no_positive_post_test,,0,پارسان|1398
پارسان,1399,1400,unused_no_positive_post_test,,0,پارسان|1399
پارسان,1400,1401,unused_no_positive_post_test,,0,پارسان|1400
پارسان,1401,1402,unused_no_positive_post_test,,0,پارسان|1401
پسهند,1399,1400,unused_no_positive_post_test,,0,پسهند|1399
پسهند,1400,1401,unused_no_positive_post_test,,0,پسهند|1400
پسهند,1401,1402,unused_no_positive_post_test,,0,پسهند|1401
کویر,1398,1399,unused_no_positive_post_test,,0,کویر|1398
کویر,1399,1400,unused_no_positive_post_test,,0,کویر|1399
کویر,1400,1401,unused_no_positive_post_test,,0,کویر|1400
کویر,1401,1402,unused_no_positive_post_test,,0,کویر|1401
لبوتان,1393,1394,dev,1,0,لبوتان|1393
لبوتان,1394,1395,dev,2,0,لبوتان|1394
لبوتان,1395,1396,dev,3,0,لبوتان|1395
لبوتان,1396,1397,test,,0,لبوتان|1396
لبوتان,1397,1398,test,,0,لبوتان|1397
لبوتان,1398,1399,unused_no_positive_post_test,,0,لبوتان|1398
لبوتان,1399,1400,unused_no_positive_post_test,,0,لبوتان|1399
لبوتان,1400,1401,unused_no_positive_post_test,,0,لبوتان|1400
لبوتان,1401,1402,unused_no_positive_post_test,,0,لبوتان|1401
لابسا,1393,1394,dev,1,0,لابسا|1393
لابسا,1394,1395,dev,2,0,لابسا|1394
لابسا,1395,1396,dev,3,0,لابسا|1395
لابسا,1396,1397,test,,0,لابسا|1396
لابسا,1397,1398,test,,0,لابسا|1397
لابسا,1398,1399,unused_no_positive_post_test,,0,لابسا|1398
لابسا,1399,1400,unused_no_positive_post_test,,0,لابسا|1399
لابسا,1400,1401,unused_no_positive_post_test,,0,لابسا|1400
لابسا,1401,1402,unused_no_positive_post_test,,0,لابسا|1401
لسرما,1393,1394,dev,1,0,لسرما|1393
لسرما,1394,1395,dev,2,0,لسرما|1394
لسرما,1395,1396,dev,3,0,لسرما|1395
لسرما,1396,1397,test,,0,لسرما|1396
لسرما,1397,1398,test,,0,لسرما|1397
لسرما,1398,1399,unused_no_positive_post_test,,0,لسرما|1398
لسرما,1399,1400,unused_no_positive_post_test,,0,لسرما|1399
لسرما,1400,1401,unused_no_positive_post_test,,0,لسرما|1400
لسرما,1401,1402,unused_no_positive_post_test,,0,لسرما|1401
لخزر,1393,1394,dev,1,0,لخزر|1393
لخزر,1394,1395,dev,2,0,لخزر|1394
لخزر,1395,1396,dev,3,0,لخزر|1395
لخزر,1396,1397,test,,0,لخزر|1396
لخزر,1397,1398,test,,0,لخزر|1397
لخزر,1398,1399,unused_no_positive_post_test,,0,لخزر|1398
لخزر,1399,1400,unused_no_positive_post_test,,0,لخزر|1399
لخزر,1400,1401,unused_no_positive_post_test,,0,لخزر|1400
لخزر,1401,1402,unused_no_positive_post_test,,0,لخزر|1401
نوری,1393,1394,dev,1,0,نوری|1393
نوری,1394,1395,dev,2,0,نوری|1394
نوری,1395,1396,dev,3,0,نوری|1395
نوری,1396,1397,test,,0,نوری|1396
نوری,1397,1398,test,,0,نوری|1397
نوری,1398,1399,unused_no_positive_post_test,,0,نوری|1398
نوری,1399,1400,unused_no_positive_post_test,,0,نوری|1399
نوری,1400,1401,unused_no_positive_post_test,,0,نوری|1400
نوری,1401,1402,unused_no_positive_post_test,,0,نوری|1401
پرداخت,1394,1395,dev,2,0,پرداخت|1394
پرداخت,1395,1396,dev,3,0,پرداخت|1395
پرداخت,1396,1397,test,,0,پرداخت|1396
پرداخت,1397,1398,test,,0,پرداخت|1397
پرداخت,1398,1399,unused_no_positive_post_test,,0,پرداخت|1398
پرداخت,1399,1400,unused_no_positive_post_test,,0,پرداخت|1399
پرداخت,1400,1401,unused_no_positive_post_test,,0,پرداخت|1400
پرداخت,1401,1402,unused_no_positive_post_test,,0,پرداخت|1401
پارس,1396,1397,test,,0,پارس|1396
پارس,1397,1398,test,,0,پارس|1397
پارس,1398,1399,unused_no_positive_post_test,,0,پارس|1398
پارس,1399,1400,unused_no_positive_post_test,,0,پارس|1399
پارس,1400,1401,unused_no_positive_post_test,,0,پارس|1400
پارس,1401,1402,unused_no_positive_post_test,,0,پارس|1401
پدرخش,1399,1400,unused_no_positive_post_test,,0,پدرخش|1399
پدرخش,1400,1401,unused_no_positive_post_test,,0,پدرخش|1400
پدرخش,1401,1402,unused_no_positive_post_test,,0,پدرخش|1401
پی‌پاد,1395,1396,dev,3,0,پی‌پاد|1395
پی‌پاد,1396,1397,test,,0,پی‌پاد|1396
پی‌پاد,1397,1398,test,,0,پی‌پاد|1397
پی‌پاد,1398,1399,unused_no_positive_post_test,,0,پی‌پاد|1398
پی‌پاد,1399,1400,unused_no_positive_post_test,,0,پی‌پاد|1399
پی‌پاد,1400,1401,unused_no_positive_post_test,,0,پی‌پاد|1400
پی‌پاد,1401,1402,unused_no_positive_post_test,,0,پی‌پاد|1401
پلاسک,1399,1400,unused_no_positive_post_test,,0,پلاسک|1399
پلاسک,1400,1401,unused_no_positive_post_test,,0,پلاسک|1400
پلاسک,1401,1402,unused_no_positive_post_test,,0,پلاسک|1401
رمپنا,1397,1398,test,,0,رمپنا|1397
رمپنا,1398,1399,unused_no_positive_post_test,,0,رمپنا|1398
رمپنا,1399,1400,unused_no_positive_post_test,,0,رمپنا|1399
رمپنا,1400,1401,unused_no_positive_post_test,,0,رمپنا|1400
رمپنا,1401,1402,unused_no_positive_post_test,,0,رمپنا|1401
رانفور,1395,1396,dev,3,0,رانفور|1395
رانفور,1396,1397,test,,0,رانفور|1396
رانفور,1397,1398,test,,0,رانفور|1397
رانفور,1398,1399,unused_no_positive_post_test,,0,رانفور|1398
رانفور,1399,1400,unused_no_positive_post_test,,0,رانفور|1399
رانفور,1400,1401,unused_no_positive_post_test,,0,رانفور|1400
رانفور,1401,1402,unused_no_positive_post_test,,0,رانفور|1401
سآبیک,1401,1402,unused_no_positive_post_test,,0,سآبیک|1401
سبجنو,1393,1394,dev,1,0,سبجنو|1393
سبجنو,1394,1395,dev,2,0,سبجنو|1394
سبجنو,1395,1396,dev,3,0,سبجنو|1395
سبجنو,1396,1397,test,,0,سبجنو|1396
سبجنو,1397,1398,test,,0,سبجنو|1397
سبجنو,1398,1399,unused_no_positive_post_test,,0,سبجنو|1398
سبجنو,1399,1400,unused_no_positive_post_test,,0,سبجنو|1399
سبجنو,1400,1401,unused_no_positive_post_test,,0,سبجنو|1400
سبجنو,1401,1402,unused_no_positive_post_test,,0,سبجنو|1401
سفارس,1395,1396,dev,3,0,سفارس|1395
سفارس,1396,1397,test,,0,سفارس|1396
سفارس,1397,1398,test,,0,سفارس|1397
سفارس,1398,1399,unused_no_positive_post_test,,0,سفارس|1398
سفارس,1399,1400,unused_no_positive_post_test,,0,سفارس|1399
سفارس,1400,1401,unused_no_positive_post_test,,0,سفارس|1400
سفارس,1401,1402,unused_no_positive_post_test,,0,سفارس|1401
سهگمت,1392,1393,dev,,0,سهگمت|1392
سهگمت,1393,1394,dev,1,0,سهگمت|1393
سهگمت,1394,1395,dev,2,0,سهگمت|1394
سهگمت,1395,1396,dev,3,0,سهگمت|1395
سهگمت,1396,1397,test,,0,سهگمت|1396
سهگمت,1397,1398,test,,0,سهگمت|1397
سهگمت,1398,1399,unused_no_positive_post_test,,0,سهگمت|1398
سهگمت,1399,1400,unused_no_positive_post_test,,0,سهگمت|1399
سهگمت,1400,1401,unused_no_positive_post_test,,0,سهگمت|1400
سهگمت,1401,1402,unused_no_positive_post_test,,0,سهگمت|1401
سخاش,1393,1394,dev,1,0,سخاش|1393
سخاش,1394,1395,dev,2,0,سخاش|1394
سخاش,1395,1396,dev,3,0,سخاش|1395
سخاش,1396,1397,test,,0,سخاش|1396
سخاش,1397,1398,test,,0,سخاش|1397
سخاش,1398,1399,unused_no_positive_post_test,,0,سخاش|1398
سخاش,1399,1400,unused_no_positive_post_test,,0,سخاش|1399
سخاش,1400,1401,unused_no_positive_post_test,,0,سخاش|1400
سخاش,1401,1402,unused_no_positive_post_test,,0,سخاش|1401
سخوز,1392,1393,dev,,0,سخوز|1392
سخوز,1393,1394,dev,1,0,سخوز|1393
سخوز,1394,1395,dev,2,0,سخوز|1394
سخوز,1395,1396,dev,3,0,سخوز|1395
سخوز,1396,1397,test,,0,سخوز|1396
سخوز,1397,1398,test,,0,سخوز|1397
سخوز,1398,1399,unused_no_positive_post_test,,0,سخوز|1398
سخوز,1399,1400,unused_no_positive_post_test,,0,سخوز|1399
سخوز,1400,1401,unused_no_positive_post_test,,0,سخوز|1400
سخوز,1401,1402,unused_no_positive_post_test,,0,سخوز|1401
سخزر,1392,1393,dev,,0,سخزر|1392
سخزر,1393,1394,dev,1,0,سخزر|1393
سخزر,1394,1395,dev,2,0,سخزر|1394
سخزر,1395,1396,dev,3,0,سخزر|1395
سخزر,1396,1397,test,,0,سخزر|1396
سخزر,1397,1398,test,,0,سخزر|1397
سخزر,1398,1399,unused_no_positive_post_test,,0,سخزر|1398
سخزر,1399,1400,unused_no_positive_post_test,,0,سخزر|1399
سخزر,1400,1401,unused_no_positive_post_test,,0,سخزر|1400
سخزر,1401,1402,unused_no_positive_post_test,,0,سخزر|1401
سمازن,1392,1393,dev,,0,سمازن|1392
سمازن,1393,1394,dev,1,0,سمازن|1393
سمازن,1394,1395,dev,2,0,سمازن|1394
سمازن,1395,1396,dev,3,0,سمازن|1395
سمازن,1396,1397,test,,0,سمازن|1396
سمازن,1397,1398,test,,0,سمازن|1397
سمازن,1398,1399,unused_no_positive_post_test,,0,سمازن|1398
سمازن,1399,1400,unused_no_positive_post_test,,0,سمازن|1399
سمازن,1400,1401,unused_no_positive_post_test,,0,سمازن|1400
سمازن,1401,1402,unused_no_positive_post_test,,0,سمازن|1401
سقاین,1392,1393,dev,,0,سقاین|1392
سقاین,1393,1394,dev,1,0,سقاین|1393
سقاین,1394,1395,dev,2,0,سقاین|1394
سقاین,1395,1396,dev,3,0,سقاین|1395
سقاین,1396,1397,test,,0,سقاین|1396
سقاین,1397,1398,test,,0,سقاین|1397
سقاین,1398,1399,unused_no_positive_post_test,,0,سقاین|1398
سقاین,1399,1400,unused_no_positive_post_test,,0,سقاین|1399
سقاین,1400,1401,unused_no_positive_post_test,,0,سقاین|1400
سقاین,1401,1402,unused_no_positive_post_test,,0,سقاین|1401
ساراب,1392,1393,dev,,0,ساراب|1392
ساراب,1393,1394,dev,1,0,ساراب|1393
ساراب,1394,1395,dev,2,0,ساراب|1394
ساراب,1395,1396,dev,3,0,ساراب|1395
ساراب,1396,1397,test,,0,ساراب|1396
ساراب,1397,1398,test,,0,ساراب|1397
ساراب,1398,1399,unused_no_positive_post_test,,0,ساراب|1398
ساراب,1399,1400,unused_no_positive_post_test,,0,ساراب|1399
ساراب,1400,1401,unused_no_positive_post_test,,0,ساراب|1400
ساراب,1401,1402,unused_no_positive_post_test,,0,ساراب|1401
ساربیل,1393,1394,dev,1,0,ساربیل|1393
ساربیل,1394,1395,dev,2,0,ساربیل|1394
ساربیل,1395,1396,dev,3,0,ساربیل|1395
ساربیل,1396,1397,test,,0,ساربیل|1396
ساربیل,1397,1398,test,,0,ساربیل|1397
ساربیل,1398,1399,unused_no_positive_post_test,,0,ساربیل|1398
ساربیل,1399,1400,unused_no_positive_post_test,,0,ساربیل|1399
ساربیل,1400,1401,unused_no_positive_post_test,,0,ساربیل|1400
ساربیل,1401,1402,unused_no_positive_post_test,,0,ساربیل|1401
ساروم,1393,1394,dev,1,0,ساروم|1393
ساروم,1394,1395,dev,2,0,ساروم|1394
ساروم,1395,1396,dev,3,0,ساروم|1395
ساروم,1396,1397,test,,0,ساروم|1396
ساروم,1397,1398,test,,0,ساروم|1397
ساروم,1398,1399,unused_no_positive_post_test,,0,ساروم|1398
ساروم,1399,1400,unused_no_positive_post_test,,0,ساروم|1399
ساروم,1400,1401,unused_no_positive_post_test,,0,ساروم|1400
ساروم,1401,1402,unused_no_positive_post_test,,0,ساروم|1401
سبهان,1392,1393,dev,,0,سبهان|1392
سبهان,1393,1394,dev,1,0,سبهان|1393
سبهان,1394,1395,dev,2,0,سبهان|1394
سبهان,1395,1396,dev,3,0,سبهان|1395
سبهان,1396,1397,test,,0,سبهان|1396
سبهان,1397,1398,test,,0,سبهان|1397
سبهان,1398,1399,unused_no_positive_post_test,,0,سبهان|1398
سبهان,1399,1400,unused_no_positive_post_test,,0,سبهان|1399
سبهان,1400,1401,unused_no_positive_post_test,,0,سبهان|1400
سبهان,1401,1402,unused_no_positive_post_test,,0,سبهان|1401
سدشت,1392,1393,dev,,0,سدشت|1392
سدشت,1393,1394,dev,1,0,سدشت|1393
سدشت,1394,1395,dev,2,0,سدشت|1394
سدشت,1395,1396,dev,3,0,سدشت|1395
سدشت,1396,1397,test,,0,سدشت|1396
سدشت,1397,1398,test,,0,سدشت|1397
سدشت,1398,1399,unused_no_positive_post_test,,0,سدشت|1398
سدشت,1399,1400,unused_no_positive_post_test,,0,سدشت|1399
سدشت,1400,1401,unused_no_positive_post_test,,0,سدشت|1400
سدشت,1401,1402,unused_no_positive_post_test,,0,سدشت|1401
سدور,1392,1393,dev,,0,سدور|1392
سدور,1393,1394,dev,1,0,سدور|1393
سدور,1394,1395,dev,2,0,سدور|1394
سدور,1395,1396,dev,3,1,سدور|1395
سدور,1396,1397,test,,0,سدور|1396
سدور,1397,1398,test,,0,سدور|1397
سدور,1398,1399,unused_no_positive_post_test,,0,سدور|1398
سدور,1399,1400,unused_no_positive_post_test,,0,سدور|1399
سدور,1400,1401,unused_no_positive_post_test,,0,سدور|1400
سدور,1401,1402,unused_no_positive_post_test,,0,سدور|1401
سشرق,1392,1393,dev,,0,سشرق|1392
سشرق,1393,1394,dev,1,0,سشرق|1393
سشرق,1394,1395,dev,2,0,سشرق|1394
سشرق,1395,1396,dev,3,0,سشرق|1395
سشرق,1396,1397,test,,0,سشرق|1396
سشرق,1397,1398,test,,0,سشرق|1397
سشرق,1398,1399,unused_no_positive_post_test,,0,سشرق|1398
سشرق,1399,1400,unused_no_positive_post_test,,0,سشرق|1399
سشرق,1400,1401,unused_no_positive_post_test,,0,سشرق|1400
سشرق,1401,1402,unused_no_positive_post_test,,0,سشرق|1401
تاپیکو,1395,1396,dev,3,0,تاپیکو|1395
تاپیکو,1396,1397,test,,0,تاپیکو|1396
تاپیکو,1397,1398,test,,0,تاپیکو|1397
تاپیکو,1398,1399,unused_no_positive_post_test,,0,تاپیکو|1398
تاپیکو,1399,1400,unused_no_positive_post_test,,0,تاپیکو|1399
تاپیکو,1400,1401,unused_no_positive_post_test,,0,تاپیکو|1400
تاپیکو,1401,1402,unused_no_positive_post_test,,0,تاپیکو|1401
تکمبا,1393,1394,dev,1,0,تکمبا|1393
تکمبا,1394,1395,dev,2,0,تکمبا|1394
تکمبا,1395,1396,dev,3,0,تکمبا|1395
تکمبا,1396,1397,test,,0,تکمبا|1396
تکمبا,1397,1398,test,,0,تکمبا|1397
تکمبا,1398,1399,unused_no_positive_post_test,,0,تکمبا|1398
تکمبا,1399,1400,unused_no_positive_post_test,,0,تکمبا|1399
تکمبا,1400,1401,unused_no_positive_post_test,,0,تکمبا|1400
تکمبا,1401,1402,unused_no_positive_post_test,,0,تکمبا|1401
تپمپی,1394,1395,dev,2,0,تپمپی|1394
تپمپی,1395,1396,dev,3,0,تپمپی|1395
تپمپی,1396,1397,test,,0,تپمپی|1396
تپمپی,1397,1398,test,,0,تپمپی|1397
تپمپی,1398,1399,unused_no_positive_post_test,,0,تپمپی|1398
تپمپی,1399,1400,unused_no_positive_post_test,,0,تپمپی|1399
تپمپی,1400,1401,unused_no_positive_post_test,,0,تپمپی|1400
تپمپی,1401,1402,unused_no_positive_post_test,,0,تپمپی|1401
ومعادن,1394,1395,dev,2,0,ومعادن|1394
ومعادن,1395,1396,dev,3,0,ومعادن|1395
ومعادن,1396,1397,test,,0,ومعادن|1396
ومعادن,1397,1398,test,,0,ومعادن|1397
ومعادن,1398,1399,unused_no_positive_post_test,,0,ومعادن|1398
ومعادن,1399,1400,unused_no_positive_post_test,,0,ومعادن|1399
ومعادن,1400,1401,unused_no_positive_post_test,,0,ومعادن|1400
ومعادن,1401,1402,unused_no_positive_post_test,,0,ومعادن|1401
وملی,1395,1396,dev,3,0,وملی|1395
وملی,1396,1397,test,,0,وملی|1396
وملی,1397,1398,test,,0,وملی|1397
وملی,1398,1399,unused_no_positive_post_test,,0,وملی|1398
وملی,1399,1400,unused_no_positive_post_test,,0,وملی|1399
وملی,1400,1401,unused_no_positive_post_test,,0,وملی|1400
وملی,1401,1402,unused_no_positive_post_test,,0,وملی|1401
زمگسا,1392,1393,dev,,0,زمگسا|1392
زمگسا,1393,1394,dev,1,0,زمگسا|1393
زمگسا,1394,1395,dev,2,0,زمگسا|1394
زمگسا,1395,1396,dev,3,0,زمگسا|1395
زمگسا,1396,1397,test,,0,زمگسا|1396
زمگسا,1397,1398,test,,0,زمگسا|1397
زمگسا,1398,1399,unused_no_positive_post_test,,0,زمگسا|1398
زمگسا,1399,1400,unused_no_positive_post_test,,0,زمگسا|1399
زمگسا,1400,1401,unused_no_positive_post_test,,0,زمگسا|1400
زمگسا,1401,1402,unused_no_positive_post_test,,0,زمگسا|1401
ذوب,1399,1400,unused_no_positive_post_test,,0,ذوب|1399
ذوب,1400,1401,unused_no_positive_post_test,,1,ذوب|1400
ذوب,1401,1402,unused_no_positive_post_test,,0,ذوب|1401
زپارس,1394,1395,dev,2,0,زپارس|1394
زپارس,1395,1396,dev,3,0,زپارس|1395
زپارس,1396,1397,test,,0,زپارس|1396
زپارس,1397,1398,test,,0,زپارس|1397
زپارس,1398,1399,unused_no_positive_post_test,,0,زپارس|1398
زپارس,1399,1400,unused_no_positive_post_test,,0,زپارس|1399
زپارس,1400,1401,unused_no_positive_post_test,,0,زپارس|1400
زپارس,1401,1402,unused_no_positive_post_test,,0,زپارس|1401
سصفها,1393,1394,dev,1,0,سصفها|1393
سصفها,1394,1395,dev,2,0,سصفها|1394
سصفها,1395,1396,dev,3,0,سصفها|1395
سصفها,1396,1397,test,,0,سصفها|1396
سصفها,1397,1398,test,,0,سصفها|1397
سصفها,1398,1399,unused_no_positive_post_test,,0,سصفها|1398
سصفها,1399,1400,unused_no_positive_post_test,,0,سصفها|1399
سصفها,1400,1401,unused_no_positive_post_test,,0,سصفها|1400
سصفها,1401,1402,unused_no_positive_post_test,,0,سصفها|1401
شاراک,1393,1394,dev,1,0,شاراک|1393
شاراک,1394,1395,dev,2,0,شاراک|1394
شاراک,1395,1396,dev,3,0,شاراک|1395
شاراک,1396,1397,test,,0,شاراک|1396
شاراک,1397,1398,test,,0,شاراک|1397
شاراک,1398,1399,unused_no_positive_post_test,,0,شاراک|1398
شاراک,1399,1400,unused_no_positive_post_test,,0,شاراک|1399
شاراک,1400,1401,unused_no_positive_post_test,,0,شاراک|1400
شاراک,1401,1402,unused_no_positive_post_test,,0,شاراک|1401
شکلر,1393,1394,dev,1,0,شکلر|1393
شکلر,1394,1395,dev,2,0,شکلر|1394
شکلر,1395,1396,dev,3,0,شکلر|1395
شکلر,1396,1397,test,,0,شکلر|1396
شکلر,1398,1399,unused_no_positive_post_test,,0,شکلر|1398
شکلر,1399,1400,unused_no_positive_post_test,,0,شکلر|1399
شکلر,1400,1401,unused_no_positive_post_test,,0,شکلر|1400
شکلر,1401,1402,unused_no_positive_post_test,,0,شکلر|1401
شپنا,1399,1400,unused_no_positive_post_test,,0,شپنا|1399
شپنا,1400,1401,unused_no_positive_post_test,,0,شپنا|1400
شپنا,1401,1402,unused_no_positive_post_test,,0,شپنا|1401
شفارس,1393,1394,dev,1,0,شفارس|1393
شفارس,1394,1395,dev,2,0,شفارس|1394
شفارس,1395,1396,dev,3,0,شفارس|1395
شفارس,1396,1397,test,,0,شفارس|1396
شفارس,1397,1398,test,,0,شفارس|1397
شفارس,1398,1399,unused_no_positive_post_test,,0,شفارس|1398
شفارس,1399,1400,unused_no_positive_post_test,,0,شفارس|1399
شفارس,1400,1401,unused_no_positive_post_test,,0,شفارس|1400
شفارس,1401,1402,unused_no_positive_post_test,,0,شفارس|1401
شغدیر,1393,1394,dev,1,0,شغدیر|1393
شغدیر,1394,1395,dev,2,0,شغدیر|1394
شغدیر,1395,1396,dev,3,0,شغدیر|1395
شغدیر,1396,1397,test,,0,شغدیر|1396
شغدیر,1397,1398,test,,0,شغدیر|1397
شغدیر,1398,1399,unused_no_positive_post_test,,0,شغدیر|1398
شغدیر,1399,1400,unused_no_positive_post_test,,0,شغدیر|1399
شغدیر,1400,1401,unused_no_positive_post_test,,0,شغدیر|1400
شغدیر,1401,1402,unused_no_positive_post_test,,0,شغدیر|1401
شیران,1393,1394,dev,1,0,شیران|1393
شیران,1394,1395,dev,2,0,شیران|1394
شیران,1395,1396,dev,3,0,شیران|1395
شیران,1396,1397,test,,0,شیران|1396
شیران,1397,1398,test,,0,شیران|1397
شیران,1398,1399,unused_no_positive_post_test,,0,شیران|1398
شیران,1399,1400,unused_no_positive_post_test,,0,شیران|1399
شیران,1400,1401,unused_no_positive_post_test,,0,شیران|1400
شیران,1401,1402,unused_no_positive_post_test,,0,شیران|1401
شپارس,1393,1394,dev,1,0,شپارس|1393
شپارس,1394,1395,dev,2,0,شپارس|1394
شپارس,1395,1396,dev,3,0,شپارس|1395
شپارس,1396,1397,test,,0,شپارس|1396
شپارس,1397,1398,test,,0,شپارس|1397
شپارس,1398,1399,unused_no_positive_post_test,,0,شپارس|1398
شپارس,1399,1400,unused_no_positive_post_test,,0,شپارس|1399
شپارس,1400,1401,unused_no_positive_post_test,,0,شپارس|1400
شپارس,1401,1402,unused_no_positive_post_test,,0,شپارس|1401
سیلام,1392,1393,dev,,0,سیلام|1392
سیلام,1393,1394,dev,1,0,سیلام|1393
سیلام,1394,1395,dev,2,0,سیلام|1394
سیلام,1395,1396,dev,3,1,سیلام|1395
سیلام,1396,1397,test,,1,سیلام|1396
سیلام,1397,1398,test,,1,سیلام|1397
سیلام,1398,1399,unused_no_positive_post_test,,0,سیلام|1398
سیلام,1399,1400,unused_no_positive_post_test,,0,سیلام|1399
سیلام,1400,1401,unused_no_positive_post_test,,0,سیلام|1400
سیلام,1401,1402,unused_no_positive_post_test,,0,سیلام|1401
سکرد,1392,1393,dev,,1,سکرد|1392
سکرد,1393,1394,dev,1,0,سکرد|1393
سکرد,1394,1395,dev,2,1,سکرد|1394
سکرد,1395,1396,dev,3,1,سکرد|1395
سکرد,1396,1397,test,,1,سکرد|1396
سکرد,1397,1398,test,,0,سکرد|1397
سکرد,1398,1399,unused_no_positive_post_test,,0,سکرد|1398
سکرد,1399,1400,unused_no_positive_post_test,,0,سکرد|1399
سکرد,1400,1401,unused_no_positive_post_test,,0,سکرد|1400
سکرد,1401,1402,unused_no_positive_post_test,,0,سکرد|1401
شبریز,1399,1400,unused_no_positive_post_test,,0,شبریز|1399
شبریز,1400,1401,unused_no_positive_post_test,,0,شبریز|1400
شبریز,1401,1402,unused_no_positive_post_test,,0,شبریز|1401
سنیر,1393,1394,dev,1,0,سنیر|1393
سنیر,1394,1395,dev,2,0,سنیر|1394
سنیر,1395,1396,dev,3,0,سنیر|1395
سنیر,1396,1397,test,,0,سنیر|1396
سنیر,1397,1398,test,,0,سنیر|1397
سنیر,1398,1399,unused_no_positive_post_test,,0,سنیر|1398
سنیر,1399,1400,unused_no_positive_post_test,,0,سنیر|1399
سنیر,1400,1401,unused_no_positive_post_test,,0,سنیر|1400
سنیر,1401,1402,unused_no_positive_post_test,,0,سنیر|1401
ثنوسا,1395,1396,dev,3,1,ثنوسا|1395
ثنوسا,1396,1397,test,,1,ثنوسا|1396
ثنوسا,1397,1398,test,,1,ثنوسا|1397
ثنوسا,1398,1399,unused_no_positive_post_test,,0,ثنوسا|1398
ثنوسا,1399,1400,unused_no_positive_post_test,,0,ثنوسا|1399
ثنوسا,1400,1401,unused_no_positive_post_test,,0,ثنوسا|1400
ثنوسا,1401,1402,unused_no_positive_post_test,,0,ثنوسا|1401
سپاها,1392,1393,dev,,0,سپاها|1392
سپاها,1393,1394,dev,1,0,سپاها|1393
سپاها,1394,1395,dev,2,0,سپاها|1394
سپاها,1395,1396,dev,3,0,سپاها|1395
سپاها,1396,1397,test,,0,سپاها|1396
سپاها,1397,1398,test,,0,سپاها|1397
سپاها,1398,1399,unused_no_positive_post_test,,0,سپاها|1398
سپاها,1399,1400,unused_no_positive_post_test,,0,سپاها|1399
سپاها,1400,1401,unused_no_positive_post_test,,0,سپاها|1400
سپاها,1401,1402,unused_no_positive_post_test,,0,سپاها|1401
سپید,1397,1398,test,,0,سپید|1397
سپید,1398,1399,unused_no_positive_post_test,,0,سپید|1398
سپید,1399,1400,unused_no_positive_post_test,,0,سپید|1399
سپید,1400,1401,unused_no_positive_post_test,,0,سپید|1400
سپید,1401,1402,unused_no_positive_post_test,,0,سپید|1401
سرود,1392,1393,dev,,0,سرود|1392
سرود,1393,1394,dev,1,0,سرود|1393
سرود,1394,1395,dev,2,0,سرود|1394
سرود,1395,1396,dev,3,0,سرود|1395
سرود,1396,1397,test,,0,سرود|1396
سرود,1397,1398,test,,0,سرود|1397
سرود,1398,1399,unused_no_positive_post_test,,0,سرود|1398
سرود,1399,1400,unused_no_positive_post_test,,0,سرود|1399
سرود,1400,1401,unused_no_positive_post_test,,0,سرود|1400
سرود,1401,1402,unused_no_positive_post_test,,0,سرود|1401
ثشرق,1395,1396,dev,3,0,ثشرق|1395
ثشرق,1396,1397,test,,0,ثشرق|1396
ثشرق,1397,1398,test,,0,ثشرق|1397
ثشرق,1398,1399,unused_no_positive_post_test,,0,ثشرق|1398
ثشرق,1399,1400,unused_no_positive_post_test,,0,ثشرق|1399
ثشرق,1400,1401,unused_no_positive_post_test,,0,ثشرق|1400
ثشرق,1401,1402,unused_no_positive_post_test,,0,ثشرق|1401
ستران,1393,1394,dev,1,0,ستران|1393
ستران,1394,1395,dev,2,0,ستران|1394
ستران,1395,1396,dev,3,0,ستران|1395
ستران,1396,1397,test,,0,ستران|1396
ستران,1397,1398,test,,0,ستران|1397
ستران,1398,1399,unused_no_positive_post_test,,0,ستران|1398
ستران,1399,1400,unused_no_positive_post_test,,0,ستران|1399
ستران,1400,1401,unused_no_positive_post_test,,0,ستران|1400
ستران,1401,1402,unused_no_positive_post_test,,0,ستران|1401
سغرب,1393,1394,dev,1,0,سغرب|1393
سغرب,1394,1395,dev,2,0,سغرب|1394
سغرب,1395,1396,dev,3,0,سغرب|1395
سغرب,1396,1397,test,,0,سغرب|1396
