ticker,company_name,ticker_aliases,market,earliest_fiscal_year_in_dataset,latest_fiscal_year_in_dataset,current_prelisting_proxy_row_count,has_prelisting_proxy_rows,current_first_eligible_year_proxy,admission_date_jalali,listing_date_jalali,ipo_date_jalali,first_public_trading_date_jalali,first_public_trading_date_gregorian,source_1_type,source_1_title,source_1_url,source_2_type,source_2_title,source_2_url,verification_status,conflict_status,notes
شکربن,شرکت کربن ایران,,,1393,1402,0,0,1393,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
شکلر,شرکت نیروی کلر,,,1393,1402,0,0,1393,,,,1382-08-24,2003-11-15,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
شیران,شرکت سرمایه‌گذاری صنایع شیمیایی ایران,,,1393,1402,0,0,1393,,,,1380-01-08,2001-03-28,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غبهنوش,بهنوش ایران,,,1392,1402,0,0,1392,,,,1380-01-08,2001-03-28,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غدام,خوراک دام پارس,,,1392,1402,0,0,1392,,,,1380-03-05,2001-05-26,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غسالم,سالمین,,,1392,1402,0,0,1392,,,,1380-11-27,2002-02-16,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غشان,شیر پاستوریزه پگاه خراسان,,,1392,1402,0,0,1392,,,,1384-03-23,2005-06-13,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غشهد,شهد ایران,,,1392,1402,0,0,1392,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غنوش,نوش مازندران,,,1392,1402,0,0,1392,,,,1380-01-08,2001-03-28,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
غگل,گلوکوزان,,,1392,1402,0,0,1392,,,,1380-01-06,2001-03-26,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فاذر,شرکت صنایع آذرآب,,,1393,1402,0,0,1393,,,,1380-02-05,2001-04-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فارس,شرکت صنایع پتروشیمی خلیج فارس,,,1393,1402,0,0,1393,,,,1392-01-27,2013-04-16,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فایرا,آلومینیوم ایران,,,1393,1402,0,0,1393,,,,1381-09-30,2002-12-21,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فباهنر,صنایع مس شهید باهنر,,,1393,1402,0,0,1393,,,,1380-01-26,2001-04-15,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فجام,شرکت صنعتی جام دارو (سهامی عام),,,1393,1402,0,0,1393,,,,1380-01-08,2001-03-28,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فجر,فولاد امیرکبیر کاشان,,,1393,1402,0,0,1393,,,,1383-05-26,2004-08-16,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فخوز,فولاد خوزستان,,,1393,1402,0,0,1393,,,,1386-05-16,2007-08-07,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فرآور,فرآوری مواد معدنی ایران,,,1393,1402,0,0,1393,,,,1381-03-25,2002-06-15,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فسرب,ملی سرب و روی ایران,,,1393,1402,0,0,1393,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فسپا,گروه صنعتی سپاهان,,,1393,1402,0,0,1393,,,,1380-08-28,2001-11-19,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فمراد,آلومراد,,,1393,1402,0,0,1393,,,,1384-02-25,2005-05-15,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فملی,ملی صنایع مس ایران,,,1393,1402,0,0,1393,,,,1385-11-15,2007-02-04,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فنورد,نورد و تولید قطعات فولادی,,,1393,1402,0,0,1393,,,,1380-01-08,2001-03-28,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فولاژ,فولاد آلیاژی ایران,,,1393,1402,0,0,1393,,,,1389-12-18,2011-03-09,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
فپنتا,صنعتی سپنتا,,,1393,1402,0,0,1393,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
لابسا,شرکت آبسال,,,1393,1402,0,0,1393,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
لبوتان,شرکت گروه صنعتی بوتان,,,1393,1402,0,0,1393,,,,1380-01-29,2001-04-18,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
لخزر,شرکت صنعتی پارس خزر,,,1393,1402,0,0,1393,,,,1380-04-17,2001-07-08,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
لسرما,شرکت صنایع سرماآفرین ایران,,,1393,1402,0,0,1393,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
نوری,شرکت پتروشیمی نوری,,,1393,1402,0,0,1393,,,,1398-04-22,2019-07-13,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
های وب,داده گستر عصر نوین,,,1392,1402,0,0,1392,,,,1396-06-22,2017-09-13,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
همراه,ارتباطات سیار ایران,,,1392,1402,0,0,1392,,,,1392-05-29,2013-08-20,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
ومعادن,شرکت سرمایه گذاری توسعه معادن و فلزات (سهامی عام),,,1392,1402,0,0,1392,,,,1380-02-23,2001-05-13,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
وملی,سرمایه گذاری گروه صنعتی ملی,,,1393,1402,0,0,1393,,,,1382-04-17,2003-07-08,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
وکغدیر,سرمایه گذاری غدیر,,,1392,1402,6,1,1398,,,,1401-12-23,2023-03-14,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پارس,شرکت پتروشیمی پارس,,,1396,1402,0,0,1396,,,,1397-04-20,2018-07-11,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پارسان,شرکت گسترش نفت و گاز پارسیان,,,1393,1402,0,0,1393,,,,1390-11-26,2012-02-15,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پدرخش,شرکت تولیدی و صنعتی درخشان تهران,,,1393,1402,0,0,1393,,,,1380-01-06,2001-03-26,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پرداخت,به پرداخت ملت,,,1394,1402,0,0,1394,,,,1396-04-27,2017-07-18,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پسهند,صنایع لاستیکی سهند,,,1393,1402,0,0,1393,,,,1380-02-17,2001-05-07,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پلاسک,کارخانجات پلاسکوکار سایپا,,,1393,1402,0,0,1393,,,,1384-01-16,2005-04-05,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
پی‌پاد,پرداخت الکترونیک پاسارگاد,,,1395,1402,0,0,1395,,,,1402-01-16,2023-04-05,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
چافست,شرکت افست,,,1393,1402,0,0,1393,,,,1380-01-20,2001-04-09,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
چکارن,کارتن ایران,,,1393,1402,0,0,1393,,,,1380-01-06,2001-03-26,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کاوه,فولاد کاوه جنوب کیش,,,1393,1402,0,0,1393,,,,1396-07-26,2017-10-18,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کبافق,معادن بافق,,,1392,1402,0,0,1392,,,,1382-12-06,2004-02-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کرازی,کارخانجات تولیدی شیشه دارویی رازی,,,1392,1402,0,0,1392,,,,1384-02-24,2005-05-14,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کروی,توسعه معادن روی ایران,,,1392,1402,0,0,1392,,,,1380-01-20,2001-04-09,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کفرا,فرآورده‌های نسوز ایران,,,1392,1402,0,0,1392,,,,1380-01-21,2001-04-10,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کفپارس,فرآورده‌های نسوز پارس,,,1392,1402,0,0,1392,,,,1380-01-18,2001-04-07,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کهمدا,شیشه همدان,,,1392,1402,0,0,1392,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کویر,شرکت تولیدی فولاد سپید فراب کویر,,,1393,1402,4,1,1397,,,,1398-07-17,2019-10-09,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کگاز,شیشه و گاز,,,1392,1402,0,0,1392,,,,1380-01-05,2001-03-25,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کگل,معدنی و صنعتی گل گهر,,,1392,1402,0,0,1392,,,,1383-06-08,2004-08-29,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
کیمیاتک,شرکت آریان کیمیاتک,,,1399,1402,0,0,1399,,,,1400-06-17,2021-09-08,official_tse_csv_import,Trusted Tehran Stock Exchange CSV (first trade dates),,,,,verified_tse_csv_imported,resolved_tse_csv_imported,"Canonical Stage124 public-entry date imported from a trusted Tehran Stock Exchange CSV supplied by the project owner. This is first observed trading date, not official IPO/listing date."
